PATH;FC;FM;PC;START;END
argouml-app/src/org/argouml/application/Main.java;true;USECASEDIAGRAM;USECASEDIAGRAM;601;606
argouml-app/src/org/argouml/application/Main.java;true;COGNITIVE;COGNITIVE;612;618
argouml-app/src/org/argouml/application/Main.java;true;LOGGING;LOGGING;648;654
argouml-app/src/org/argouml/application/Main.java;true;COGNITIVE;COGNITIVE;673;679
argouml-app/src/org/argouml/application/Main.java;true;COGNITIVE;COGNITIVE;719;725
argouml-app/src/org/argouml/application/Main.java;true;LOGGING;LOGGING;741;748
argouml-app/src/org/argouml/application/Main.java;true;LOGGING;LOGGING;755;764
argouml-app/src/org/argouml/application/Main.java;true;LOGGING;LOGGING;808;813
argouml-app/src/org/argouml/application/Main.java;true;LOGGING;LOGGING;1024;1072
argouml-app/src/org/argouml/application/Main.java;true;COGNITIVE;COGNITIVE;1111;1114
argouml-app/src/org/argouml/application/Main.java;true;!COGNITIVE;!COGNITIVE;1115;1119
argouml-app/src/org/argouml/application/Main.java;true;LOGGING;LOGGING;1188;1196
argouml-app/src/org/argouml/application/Main.java;true;LOGGING;LOGGING;1223;1228
argouml-app/src/org/argouml/application/Main.java;true;LOGGING;LOGGING;1239;1244
argouml-app/src/org/argouml/application/Main.java;true;LOGGING;LOGGING;1258;1266
argouml-app/src/org/argouml/application/Main.java;true;LOGGING;LOGGING;1286;1291
argouml-app/src/org/argouml/application/Main.java;true;LOGGING;LOGGING;1305;1311
argouml-app/src/org/argouml/application/ArgoVersion.java;true;true;true;1;61
argouml-app/src/org/argouml/application/events/ArgoEvent.java;true;true;true;1;87
argouml-app/src/org/argouml/application/events/ArgoProfileEventListener.java;true;true;true;1;47
argouml-app/src/org/argouml/application/events/ArgoProfileEvent.java;true;true;true;1;49
argouml-app/src/org/argouml/application/events/ArgoGeneratorEventListener.java;true;true;true;1;56
argouml-app/src/org/argouml/application/events/ArgoHelpEventListener.java;true;true;true;1;51
argouml-app/src/org/argouml/application/events/ArgoNotationEventListener.java;true;true;true;1;70
argouml-app/src/org/argouml/application/events/ArgoHelpEvent.java;true;true;true;1;64
argouml-app/src/org/argouml/application/events/ArgoDiagramAppearanceEvent.java;true;true;true;1;51
argouml-app/src/org/argouml/application/events/ArgoDiagramAppearanceEventListener.java;true;true;true;1;43
argouml-app/src/org/argouml/application/events/ArgoEventTypes.java;true;true;true;1;228
argouml-app/src/org/argouml/application/events/ArgoGeneratorEvent.java;true;true;true;1;48
argouml-app/src/org/argouml/application/events/ArgoEventPump.java;true;true;true;1;595
argouml-app/src/org/argouml/application/events/ArgoEventPump.java;true;LOGGING;LOGGING;35;40
argouml-app/src/org/argouml/application/events/ArgoEventPump.java;true;LOGGING;LOGGING;56;64
argouml-app/src/org/argouml/application/events/ArgoEventPump.java;true;LOGGING;LOGGING;227;233
argouml-app/src/org/argouml/application/events/ArgoEventPump.java;true;LOGGING;LOGGING;272;278
argouml-app/src/org/argouml/application/events/ArgoEventPump.java;true;LOGGING;LOGGING;306;312
argouml-app/src/org/argouml/application/events/ArgoEventPump.java;true;LOGGING;LOGGING;353;359
argouml-app/src/org/argouml/application/events/ArgoEventPump.java;true;LOGGING;LOGGING;387;393
argouml-app/src/org/argouml/application/events/ArgoEventPump.java;true;LOGGING;LOGGING;425;431
argouml-app/src/org/argouml/application/events/ArgoStatusEventListener.java;true;true;true;1;76
argouml-app/src/org/argouml/application/events/ArgoNotationEvent.java;true;true;true;1;48
argouml-app/src/org/argouml/application/events/ArgoStatusEvent.java;true;true;true;1;65
argouml-app/src/org/argouml/application/StartCritics.java;true;true;true;1;128
argouml-app/src/org/argouml/application/StartCritics.java;true;COGNITIVE;COGNITIVE;4;127
argouml-app/src/org/argouml/application/StartCritics.java;true;LOGGING;COGNITIVE && LOGGING;36;42
argouml-app/src/org/argouml/application/StartCritics.java;true;LOGGING;COGNITIVE && LOGGING;63;72
argouml-app/src/org/argouml/application/StartCritics.java;true;LOGGING;COGNITIVE && LOGGING;95;101
argouml-app/src/org/argouml/application/SubsystemUtility.java;true;true;true;1;63
argouml-app/src/org/argouml/application/api/GUISettingsTabInterface.java;true;true;true;1;89
argouml-app/src/org/argouml/application/api/CommandLineInterface.java;true;true;true;1;47
argouml-app/src/org/argouml/application/api/Predicate.java;true;true;true;1;35
argouml-app/src/org/argouml/application/api/AbstractArgoJPanel.java;true;true;true;1;269
argouml-app/src/org/argouml/application/api/AbstractArgoJPanel.java;true;LOGGING;LOGGING;39;44
argouml-app/src/org/argouml/application/api/AbstractArgoJPanel.java;true;LOGGING;LOGGING;79;88
argouml-app/src/org/argouml/application/api/AbstractArgoJPanel.java;true;LOGGING;LOGGING;157;162
argouml-app/src/org/argouml/application/api/InitSubsystem.java;true;true;true;1;73
argouml-app/src/org/argouml/application/api/ArgoEventListener.java;true;true;true;1;37
argouml-app/src/org/argouml/application/api/Argo.java;true;true;true;1;435
argouml-app/src/org/argouml/application/api/Argo.java;true;LOGGING;LOGGING;29;35
argouml-app/src/org/argouml/application/api/Argo.java;true;LOGGING;LOGGING;300;308
argouml-app/src/org/argouml/application/api/Argo.java;true;LOGGING;LOGGING;414;424
argouml-app/src/org/argouml/application/helpers/ResourceLoaderWrapper.java;true;true;true;1;514
argouml-app/src/org/argouml/application/helpers/ResourceLoaderWrapper.java;true;LOGGING;LOGGING;39;44
argouml-app/src/org/argouml/application/helpers/ResourceLoaderWrapper.java;true;LOGGING;LOGGING;65;74
argouml-app/src/org/argouml/application/helpers/ResourceLoaderWrapper.java;true;LOGGING;LOGGING;314;320
argouml-app/src/org/argouml/application/helpers/ResourceLoaderWrapper.java;true;!LOGGING;!LOGGING;321;325
argouml-app/src/org/argouml/application/helpers/ResourceLoaderWrapper.java;true;LOGGING;LOGGING;338;343
argouml-app/src/org/argouml/application/helpers/ApplicationVersion.java;true;true;true;1;113
argouml-app/src/org/argouml/application/helpers/ApplicationVersion.java;true;COGNITIVE;COGNITIVE;52;75
argouml-app/src/org/argouml/application/helpers/ResourceLoader.java;true;true;true;1;241
argouml-app/src/org/argouml/application/security/ArgoAwtExceptionHandler.java;true;true;true;1;59
argouml-app/src/org/argouml/util/FileFilters.java;true;true;true;1;153
argouml-app/src/org/argouml/util/FileFilters.java;true;LOGGING;LOGGING;82;91
argouml-app/src/org/argouml/util/ArgoDialog.java;true;true;true;1;115
argouml-app/src/org/argouml/util/UIUtils.java;true;true;true;1;67
argouml-app/src/org/argouml/util/JavaRuntimeUtility.java;true;true;true;1;67
argouml-app/src/org/argouml/util/logging/AwtExceptionHandler.java;true;true;true;1;83
argouml-app/src/org/argouml/util/logging/AwtExceptionHandler.java;true;LOGGING;LOGGING;30;35
argouml-app/src/org/argouml/util/logging/AwtExceptionHandler.java;true;LOGGING;LOGGING;45;51
argouml-app/src/org/argouml/util/logging/AwtExceptionHandler.java;true;LOGGING;LOGGING;61;71
argouml-app/src/org/argouml/util/logging/SimpleTimer.java;true;true;true;1;134
argouml-app/src/org/argouml/util/CollectionUtil.java;true;true;true;1;72
argouml-app/src/org/argouml/util/CustomSeparator.java;true;true;true;1;180
argouml-app/src/org/argouml/util/Predicate.java;true;true;true;1;44
argouml-app/src/org/argouml/util/FileConstants.java;true;true;true;1;52
argouml-app/src/org/argouml/util/IteratorEnumeration.java;true;true;true;1;59
argouml-app/src/org/argouml/util/ThreadUtils.java;true;true;true;1;45
argouml-app/src/org/argouml/util/PredicateStringMatch.java;true;true;true;1;94
argouml-app/src/org/argouml/util/osdep/StartBrowser.java;true;true;true;1;129
argouml-app/src/org/argouml/util/osdep/StartBrowser.java;true;LOGGING;LOGGING;34;39
argouml-app/src/org/argouml/util/osdep/StartBrowser.java;true;LOGGING;LOGGING;50;56
argouml-app/src/org/argouml/util/osdep/StartBrowser.java;true;LOGGING;LOGGING;85;92
argouml-app/src/org/argouml/util/osdep/StartBrowser.java;true;LOGGING;LOGGING;109;114
argouml-app/src/org/argouml/util/osdep/OsUtil.java;true;true;true;1;79
argouml-app/src/org/argouml/util/osdep/OSXAdapter.java;true;true;true;1;354
argouml-app/src/org/argouml/util/osdep/OSXAdapter.java;true;LOGGING;LOGGING;68;73
argouml-app/src/org/argouml/util/osdep/OSXAdapter.java;true;LOGGING;LOGGING;98;103
argouml-app/src/org/argouml/util/osdep/OSXAdapter.java;true;LOGGING;LOGGING;144;149
argouml-app/src/org/argouml/util/osdep/OSXAdapter.java;true;LOGGING;LOGGING;175;180
argouml-app/src/org/argouml/util/osdep/OSXAdapter.java;true;LOGGING;LOGGING;235;240
argouml-app/src/org/argouml/util/osdep/OSXAdapter.java;true;LOGGING;LOGGING;246;251
argouml-app/src/org/argouml/util/osdep/OSXAdapter.java;true;LOGGING;LOGGING;343;349
argouml-app/src/org/argouml/util/PredicateGefWrapper.java;true;true;true;1;59
argouml-app/src/org/argouml/util/IItemUID.java;true;true;true;1;49
argouml-app/src/org/argouml/util/ToolBarUtility.java;true;true;true;1;230
argouml-app/src/org/argouml/util/ToolBarUtility.java;true;LOGGING;LOGGING;39;44
argouml-app/src/org/argouml/util/ToolBarUtility.java;true;LOGGING;LOGGING;61;66
argouml-app/src/org/argouml/util/ToolBarUtility.java;true;LOGGING;LOGGING;187;193
argouml-app/src/org/argouml/util/ToolBarUtility.java;true;LOGGING;LOGGING;216;224
argouml-app/src/org/argouml/util/MyTokenizer.java;true;true;true;1;759
argouml-app/src/org/argouml/util/Tools.java;true;true;true;1;245
argouml-app/src/org/argouml/util/Tools.java;true;LOGGING;LOGGING;38;43
argouml-app/src/org/argouml/util/Tools.java;true;LOGGING;LOGGING;55;63
argouml-app/src/org/argouml/util/Tools.java;true;LOGGING;LOGGING;121;126
argouml-app/src/org/argouml/util/Tools.java;true;LOGGING;LOGGING;203;225
argouml-app/src/org/argouml/util/SingleElementIterator.java;true;true;true;1;67
argouml-app/src/org/argouml/util/KeyEventUtils.java;true;true;true;1;237
argouml-app/src/org/argouml/util/ItemUID.java;true;true;true;1;400
argouml-app/src/org/argouml/util/ItemUID.java;true;LOGGING;LOGGING;33;38
argouml-app/src/org/argouml/util/ItemUID.java;true;LOGGING;LOGGING;87;95
argouml-app/src/org/argouml/util/ItemUID.java;true;LOGGING;LOGGING;209;216
argouml-app/src/org/argouml/util/ItemUID.java;true;LOGGING;LOGGING;227;233
argouml-app/src/org/argouml/util/ItemUID.java;true;LOGGING;LOGGING;245;251
argouml-app/src/org/argouml/util/ItemUID.java;true;LOGGING;LOGGING;262;269
argouml-app/src/org/argouml/util/ItemUID.java;true;LOGGING;LOGGING;276;283
argouml-app/src/org/argouml/util/ItemUID.java;true;LOGGING;LOGGING;296;304
argouml-app/src/org/argouml/util/ItemUID.java;true;LOGGING;LOGGING;355;361
argouml-app/src/org/argouml/util/ItemUID.java;true;LOGGING;LOGGING;372;379
argouml-app/src/org/argouml/util/ItemUID.java;true;LOGGING;LOGGING;386;392
argouml-app/src/org/argouml/util/EnumerationIterator.java;true;true;true;1;55
argouml-app/src/org/argouml/util/ChildGenerator.java;true;true;true;1;52
argouml-app/src/org/argouml/util/SuffixFilter.java;true;true;true;1;146
argouml-app/src/org/argouml/util/PredicateTrue.java;true;true;true;1;52
argouml-app/src/org/argouml/util/ArgoFrame.java;true;true;true;1;133
argouml-app/src/org/argouml/util/ArgoFrame.java;true;LOGGING;LOGGING;35;40
argouml-app/src/org/argouml/util/ArgoFrame.java;true;LOGGING;LOGGING;58;63
argouml-app/src/org/argouml/util/ArgoFrame.java;true;LOGGING;LOGGING;92;98
argouml-app/src/org/argouml/util/ArgoFrame.java;true;LOGGING;LOGGING;108;116
argouml-app/src/org/argouml/util/PredicateEquals.java;true;true;true;1;51
argouml-app/src/org/argouml/util/PredicateType.java;true;true;true;1;105
argouml-app/src/org/argouml/persistence/XMLTokenTableBase.java;true;true;true;1;173
argouml-app/src/org/argouml/persistence/XMLTokenTableBase.java;true;LOGGING;LOGGING;32;37
argouml-app/src/org/argouml/persistence/XMLTokenTableBase.java;true;LOGGING;LOGGING;48;53
argouml-app/src/org/argouml/persistence/XMLTokenTableBase.java;true;LOGGING;LOGGING;92;97
argouml-app/src/org/argouml/persistence/XMLTokenTableBase.java;true;LOGGING;LOGGING;133;139
argouml-app/src/org/argouml/persistence/XMLTokenTableBase.java;true;LOGGING;LOGGING;149;155
argouml-app/src/org/argouml/persistence/XmiInputStream.java;true;true;true;1;248
argouml-app/src/org/argouml/persistence/XmiExtensionParser.java;true;true;true;1;30
argouml-app/src/org/argouml/persistence/OpenException.java;true;true;true;1;106
argouml-app/src/org/argouml/persistence/PgmlUtility.java;true;true;true;1;185
argouml-app/src/org/argouml/persistence/ProfileConfigurationFilePersister.java;true;true;true;1;629
argouml-app/src/org/argouml/persistence/ProfileConfigurationFilePersister.java;true;LOGGING;LOGGING;44;49
argouml-app/src/org/argouml/persistence/ProfileConfigurationFilePersister.java;true;LOGGING;LOGGING;76;82
argouml-app/src/org/argouml/persistence/ProfileConfigurationFilePersister.java;true;LOGGING;LOGGING;167;173
argouml-app/src/org/argouml/persistence/ProfileConfigurationFilePersister.java;true;LOGGING;LOGGING;305;311
argouml-app/src/org/argouml/persistence/ProfileConfigurationFilePersister.java;true;LOGGING;LOGGING;365;371
argouml-app/src/org/argouml/persistence/ProfileConfigurationFilePersister.java;true;LOGGING;LOGGING;379;384
argouml-app/src/org/argouml/persistence/ProfileConfigurationFilePersister.java;true;LOGGING;LOGGING;420;425
argouml-app/src/org/argouml/persistence/ProfileConfigurationFilePersister.java;true;LOGGING;LOGGING;438;446
argouml-app/src/org/argouml/persistence/ProfileConfigurationFilePersister.java;true;LOGGING;LOGGING;458;463
argouml-app/src/org/argouml/persistence/ProfileConfigurationFilePersister.java;true;LOGGING;LOGGING;469;476
argouml-app/src/org/argouml/persistence/ProfileConfigurationFilePersister.java;true;LOGGING;LOGGING;504;512
argouml-app/src/org/argouml/persistence/ProfileConfigurationFilePersister.java;true;LOGGING;LOGGING;524;529
argouml-app/src/org/argouml/persistence/ProfileConfigurationFilePersister.java;true;LOGGING;LOGGING;557;563
argouml-app/src/org/argouml/persistence/ProfileConfigurationFilePersister.java;true;LOGGING;LOGGING;572;578
argouml-app/src/org/argouml/persistence/ZargoFilePersister.java;true;true;true;1;763
argouml-app/src/org/argouml/persistence/ZargoFilePersister.java;true;LOGGING;LOGGING;52;57
argouml-app/src/org/argouml/persistence/ZargoFilePersister.java;true;LOGGING;LOGGING;80;89
argouml-app/src/org/argouml/persistence/ZargoFilePersister.java;true;LOGGING;LOGGING;134;140
argouml-app/src/org/argouml/persistence/ZargoFilePersister.java;true;LOGGING;LOGGING;173;182
argouml-app/src/org/argouml/persistence/ZargoFilePersister.java;true;LOGGING;LOGGING;210;215
argouml-app/src/org/argouml/persistence/ZargoFilePersister.java;true;LOGGING;LOGGING;240;245
argouml-app/src/org/argouml/persistence/ZargoFilePersister.java;true;LOGGING;LOGGING;291;296
argouml-app/src/org/argouml/persistence/ZargoFilePersister.java;true;LOGGING;LOGGING;330;335
argouml-app/src/org/argouml/persistence/ZargoFilePersister.java;true;LOGGING;LOGGING;355;362
argouml-app/src/org/argouml/persistence/ZargoFilePersister.java;true;LOGGING;LOGGING;397;404
argouml-app/src/org/argouml/persistence/ZargoFilePersister.java;true;LOGGING;LOGGING;439;444
argouml-app/src/org/argouml/persistence/ZargoFilePersister.java;true;LOGGING;LOGGING;491;496
argouml-app/src/org/argouml/persistence/ZargoFilePersister.java;true;LOGGING;LOGGING;507;513
argouml-app/src/org/argouml/persistence/ZargoFilePersister.java;true;LOGGING;LOGGING;533;540
argouml-app/src/org/argouml/persistence/ZargoFilePersister.java;true;LOGGING;LOGGING;632;640
argouml-app/src/org/argouml/persistence/ZargoFilePersister.java;true;!LOGGING;!LOGGING;641;645
argouml-app/src/org/argouml/persistence/PersistenceException.java;true;true;true;1;70
argouml-app/src/org/argouml/persistence/TodoListMemberFilePersister.java;true;true;true;1;160
argouml-app/src/org/argouml/persistence/TodoListMemberFilePersister.java;true;COGNITIVE;COGNITIVE;4;159
argouml-app/src/org/argouml/persistence/TodoListMemberFilePersister.java;true;LOGGING;COGNITIVE && LOGGING;46;51
argouml-app/src/org/argouml/persistence/TodoListMemberFilePersister.java;true;LOGGING;COGNITIVE && LOGGING;70;77
argouml-app/src/org/argouml/persistence/SaveException.java;true;true;true;1;63
argouml-app/src/org/argouml/persistence/UmlVersionException.java;true;true;true;1;45
argouml-app/src/org/argouml/persistence/ArgoTokenTable.java;true;true;true;1;184
argouml-app/src/org/argouml/persistence/MemberFilePersister.java;true;true;true;1;125
argouml-app/src/org/argouml/persistence/PGMLStackParser.java;true;true;true;1;772
argouml-app/src/org/argouml/persistence/PGMLStackParser.java;true;LOGGING;LOGGING;41;46
argouml-app/src/org/argouml/persistence/PGMLStackParser.java;true;LOGGING;LOGGING;83;88
argouml-app/src/org/argouml/persistence/PGMLStackParser.java;true;LOGGING;LOGGING;181;189
argouml-app/src/org/argouml/persistence/PGMLStackParser.java;true;LOGGING;LOGGING;273;279
argouml-app/src/org/argouml/persistence/PGMLStackParser.java;true;LOGGING;LOGGING;296;304
argouml-app/src/org/argouml/persistence/PGMLStackParser.java;true;LOGGING;LOGGING;457;465
argouml-app/src/org/argouml/persistence/PGMLStackParser.java;true;LOGGING;LOGGING;540;545
argouml-app/src/org/argouml/persistence/PGMLStackParser.java;true;LOGGING;LOGGING;729;735
argouml-app/src/org/argouml/persistence/DiagramMemberFilePersister.java;true;true;true;1;190
argouml-app/src/org/argouml/persistence/DiagramMemberFilePersister.java;true;LOGGING;LOGGING;39;44
argouml-app/src/org/argouml/persistence/DiagramMemberFilePersister.java;true;LOGGING;LOGGING;64;73
argouml-app/src/org/argouml/persistence/DiagramMemberFilePersister.java;true;LOGGING;LOGGING;102;107
argouml-app/src/org/argouml/persistence/OffenderXMLHelper.java;true;true;true;1;78
argouml-app/src/org/argouml/persistence/OffenderXMLHelper.java;true;COGNITIVE;COGNITIVE;4;77
argouml-app/src/org/argouml/persistence/PrivateHandler.java;true;true;true;1;490
argouml-app/src/org/argouml/persistence/PrivateHandler.java;true;LOGGING;LOGGING;31;36
argouml-app/src/org/argouml/persistence/PrivateHandler.java;true;LOGGING;LOGGING;66;74
argouml-app/src/org/argouml/persistence/PrivateHandler.java;true;LOGGING;LOGGING;231;242
argouml-app/src/org/argouml/persistence/PrivateHandler.java;true;LOGGING;LOGGING;251;265
argouml-app/src/org/argouml/persistence/PrivateHandler.java;true;LOGGING;LOGGING;298;305
argouml-app/src/org/argouml/persistence/PrivateHandler.java;true;LOGGING;LOGGING;326;334
argouml-app/src/org/argouml/persistence/OldModelMemberFilePersister.java;true;true;true;1;35
argouml-app/src/org/argouml/persistence/PersistenceManager.java;true;true;true;1;500
argouml-app/src/org/argouml/persistence/XmlInputStream.java;true;true;true;1;410
argouml-app/src/org/argouml/persistence/XmlInputStream.java;true;LOGGING;LOGGING;39;44
argouml-app/src/org/argouml/persistence/XmlInputStream.java;true;LOGGING;LOGGING;78;87
argouml-app/src/org/argouml/persistence/XmlInputStream.java;true;LOGGING;LOGGING;313;320
argouml-app/src/org/argouml/persistence/XMLElement.java;true;true;true;1;139
argouml-app/src/org/argouml/persistence/UmlFilePersister.java;true;true;true;1;934
argouml-app/src/org/argouml/persistence/UmlFilePersister.java;true;LOGGING;LOGGING;65;70
argouml-app/src/org/argouml/persistence/UmlFilePersister.java;true;LOGGING;LOGGING;109;118
argouml-app/src/org/argouml/persistence/UmlFilePersister.java;true;LOGGING;LOGGING;193;200
argouml-app/src/org/argouml/persistence/UmlFilePersister.java;true;LOGGING;LOGGING;221;226
argouml-app/src/org/argouml/persistence/UmlFilePersister.java;true;LOGGING;LOGGING;302;310
argouml-app/src/org/argouml/persistence/UmlFilePersister.java;true;LOGGING;LOGGING;364;369
argouml-app/src/org/argouml/persistence/UmlFilePersister.java;true;LOGGING;LOGGING;387;393
argouml-app/src/org/argouml/persistence/UmlFilePersister.java;true;LOGGING;LOGGING;401;409
argouml-app/src/org/argouml/persistence/UmlFilePersister.java;true;LOGGING;LOGGING;433;438
argouml-app/src/org/argouml/persistence/UmlFilePersister.java;true;LOGGING;LOGGING;446;453
argouml-app/src/org/argouml/persistence/UmlFilePersister.java;true;LOGGING;LOGGING;527;532
argouml-app/src/org/argouml/persistence/ZipFilePersister.java;true;true;true;1;320
argouml-app/src/org/argouml/persistence/ZipFilePersister.java;true;LOGGING;LOGGING;42;47
argouml-app/src/org/argouml/persistence/ZipFilePersister.java;true;LOGGING;LOGGING;67;76
argouml-app/src/org/argouml/persistence/ZipFilePersister.java;true;LOGGING;LOGGING;123;129
argouml-app/src/org/argouml/persistence/ZipFilePersister.java;true;LOGGING;LOGGING;164;174
argouml-app/src/org/argouml/persistence/ZipFilePersister.java;true;LOGGING;LOGGING;198;203
argouml-app/src/org/argouml/persistence/ZipFilePersister.java;true;LOGGING;LOGGING;226;231
argouml-app/src/org/argouml/persistence/ZipFilePersister.java;true;LOGGING;LOGGING;244;250
argouml-app/src/org/argouml/persistence/VersionException.java;true;true;true;1;41
argouml-app/src/org/argouml/persistence/OldZargoFilePersister.java;true;true;true;1;302
argouml-app/src/org/argouml/persistence/OldZargoFilePersister.java;true;LOGGING;LOGGING;42;47
argouml-app/src/org/argouml/persistence/OldZargoFilePersister.java;true;LOGGING;LOGGING;67;76
argouml-app/src/org/argouml/persistence/OldZargoFilePersister.java;true;LOGGING;LOGGING;179;188
argouml-app/src/org/argouml/persistence/OldZargoFilePersister.java;true;LOGGING;LOGGING;212;221
argouml-app/src/org/argouml/persistence/OldZargoFilePersister.java;true;LOGGING;LOGGING;253;258
argouml-app/src/org/argouml/persistence/OldZargoFilePersister.java;true;LOGGING;LOGGING;281;286
argouml-app/src/org/argouml/persistence/XmiFormatException.java;true;true;true;1;54
argouml-app/src/org/argouml/persistence/ProjectFileView.java;true;true;true;1;76
argouml-app/src/org/argouml/persistence/TodoTokenTable.java;true;true;true;1;119
argouml-app/src/org/argouml/persistence/TodoTokenTable.java;true;COGNITIVE;COGNITIVE;4;118
argouml-app/src/org/argouml/persistence/ArgoParser.java;true;true;true;1;610
argouml-app/src/org/argouml/persistence/ArgoParser.java;true;LOGGING;LOGGING;34;39
argouml-app/src/org/argouml/persistence/ArgoParser.java;true;LOGGING;LOGGING;56;64
argouml-app/src/org/argouml/persistence/ArgoParser.java;true;LOGGING;LOGGING;107;112
argouml-app/src/org/argouml/persistence/ArgoParser.java;true;LOGGING;LOGGING;139;144
argouml-app/src/org/argouml/persistence/ArgoParser.java;true;LOGGING;LOGGING;154;161
argouml-app/src/org/argouml/persistence/ArgoParser.java;true;LOGGING;LOGGING;171;180
argouml-app/src/org/argouml/persistence/ArgoParser.java;true;LOGGING;LOGGING;208;216
argouml-app/src/org/argouml/persistence/ArgoParser.java;true;LOGGING;LOGGING;232;240
argouml-app/src/org/argouml/persistence/ArgoParser.java;true;LOGGING;LOGGING;255;263
argouml-app/src/org/argouml/persistence/ArgoParser.java;true;LOGGING;LOGGING;342;350
argouml-app/src/org/argouml/persistence/ArgoParser.java;true;LOGGING;LOGGING;566;571
argouml-app/src/org/argouml/persistence/TodoParser.java;true;true;true;1;545
argouml-app/src/org/argouml/persistence/TodoParser.java;true;COGNITIVE;COGNITIVE;4;544
argouml-app/src/org/argouml/persistence/TodoParser.java;true;LOGGING;COGNITIVE && LOGGING;39;44
argouml-app/src/org/argouml/persistence/TodoParser.java;true;LOGGING;COGNITIVE && LOGGING;65;73
argouml-app/src/org/argouml/persistence/TodoParser.java;true;LOGGING;COGNITIVE && LOGGING;128;135
argouml-app/src/org/argouml/persistence/TodoParser.java;true;LOGGING;COGNITIVE && LOGGING;184;190
argouml-app/src/org/argouml/persistence/TodoParser.java;true;LOGGING;COGNITIVE && LOGGING;198;203
argouml-app/src/org/argouml/persistence/TodoParser.java;true;LOGGING;COGNITIVE && LOGGING;261;268
argouml-app/src/org/argouml/persistence/XmiFilePersister.java;true;true;true;1;474
argouml-app/src/org/argouml/persistence/XmiFilePersister.java;true;LOGGING;LOGGING;41;46
argouml-app/src/org/argouml/persistence/XmiFilePersister.java;true;COGNITIVE;COGNITIVE;57;62
argouml-app/src/org/argouml/persistence/XmiFilePersister.java;true;LOGGING;LOGGING;77;86
argouml-app/src/org/argouml/persistence/XmiFilePersister.java;true;COGNITIVE;COGNITIVE;93;98
argouml-app/src/org/argouml/persistence/XmiFilePersister.java;true;LOGGING;LOGGING;184;189
argouml-app/src/org/argouml/persistence/XmiFilePersister.java;true;LOGGING;LOGGING;229;239
argouml-app/src/org/argouml/persistence/XmiFilePersister.java;true;LOGGING;LOGGING;275;281
argouml-app/src/org/argouml/persistence/XmiFilePersister.java;true;LOGGING;LOGGING;297;303
